data,qtd,valor_liquido,valor_abs
2018-04-18,13,-1147.11,1654.21
2018-04-19,17,-670.15,698.71
2018-04-20,18,-1237.71,1410.31
2018-04-21,8,7.57,395.21
2018-04-22,6,-677.49,677.49
2018-04-23,13,-689.03,1275.65
2018-04-24,10,-10.03,1123.57
2018-04-25,15,-480.43,778.31
2018-04-26,19,-883.55,1779.57
2018-04-27,17,-639.15,746.89
2018-04-28,14,29686.09,30558.33
2018-04-29,5,-436.44,507.76
2018-04-30,13,-643.68,873.38
2018-05-01,12,829.25,1828.55
2018-05-02,13,-527.81,600.13
2018-05-03,13,-223.79,742.21
2018-05-04,11,32816.10,33524.72
2018-05-05,14,21839.80,22815.06
2018-05-06,8,675.49,918.97
2018-05-07,11,-688.67,792.29
2018-05-08,6,-479.35,479.35
2018-05-09,11,-2067.89,2067.89
2018-05-10,17,39352.48,40283.16
2018-05-11,19,-49.47,1082.21
2018-05-12,13,-308.04,678.28
2018-05-13,11,-666.01,666.01
2018-05-14,17,20340.36,22307.90
2018-05-15,11,-625.49,806.29
2018-05-16,10,12110.27,12699.73
2018-05-17,13,-1463.35,1463.35
2018-05-18,22,2453.27,5723.13
2018-05-19,12,-542.95,586.35
2018-05-20,17,5751.64,8051.94
2018-05-21,8,120312.35,123238.35
2018-05-22,10,1541.68,2005.50
2018-05-23,20,-724.47,845.15
2018-05-24,9,-297.55,297.55
2018-05-25,9,-216.10,388.04
2018-05-26,10,39547.13,40237.13
2018-05-27,6,-337.99,542.99
2018-05-28,8,-262.65,315.79
2018-05-29,8,-91.30,206.88
2018-05-30,10,-200.80,432.54
2018-05-31,6,-68.58,337.06
2018-06-01,7,-695.68,695.68
2018-06-02,9,-466.43,466.43
2018-06-03,10,40881.11,41678.05
2018-06-04,19,-677.97,1194.87
2018-06-05,15,-27399.81,27517.37
2018-06-06,10,18178.68,19679.92
2018-06-07,13,10183.22,12806.78
2018-06-08,10,-321.81,676.21
2018-06-09,12,-154.49,440.51
2018-06-10,8,-584.07,889.17
2018-06-11,9,-433.60,645.78
2018-06-12,11,6381.19,10157.79
2018-06-13,13,-989.95,1204.35
2018-06-14,14,-142.01,627.51
2018-06-15,18,25302.68,26358.52
2018-06-16,13,20644.00,21846.00
2018-06-17,12,57414.64,58912.40
2018-06-18,5,-284.02,322.06
2018-06-19,6,-40523.21,40523.21
2018-06-20,13,-784.07,851.45
2018-06-21,7,12645.47,12896.25
2018-06-22,7,-274.77,274.77
2018-06-23,10,15818.14,21017.56
2018-06-24,6,-528.12,528.12
2018-06-25,6,-1.51,571.51
2018-06-26,21,268.06,1156.56
2018-06-27,21,215.99,1781.79
2018-06-28,14,-154.95,1100.29
2018-06-29,11,-861.79,1102.71
2018-06-30,16,24142.24,30954.78
2018-07-01,11,28258.22,31269.56
2018-07-02,9,-484.66,560.66
2018-07-03,19,21719.13,23070.27
2018-07-04,11,37824.95,38675.05
2018-07-05,7,74707.22,75172.78
2018-07-06,6,673.31,1187.09
2018-07-07,16,-1206.82,1256.40
2018-07-08,22,13817.00,17397.80
2018-07-09,12,-401.98,555.30
2018-07-10,14,-530.58,1730.58
2018-07-11,15,-939.05,1025.45
2018-07-12,15,-175.88,907.42
2018-07-13,10,621.64,1097.74
2018-07-14,8,15942.13,16306.41
2018-07-15,14,-1679.65,3126.35
2018-07-16,9,-6405.47,6740.51
2018-07-17,5,-681.65,681.65
2018-07-18,18,24479.57,25671.97
2018-07-19,24,-14887.72,14887.72
2018-07-20,6,-1125.61,1125.61
2018-07-21,13,-28989.51,33442.83
2018-07-22,10,1694.63,2955.17
2018-07-23,14,940.33,4619.67
2018-07-24,10,-17940.50,17957.14
2018-07-25,16,-523.56,688.44
2018-07-26,7,-396.17,396.17
2018-07-27,18,-2686.50,50496.30
2018-07-28,8,-870.70,2659.10
2018-07-29,7,-218.47,293.79
2018-07-30,13,-679.70,776.78
2018-07-31,11,-261.53,704.87
2018-08-01,11,42.49,732.39
2018-08-02,15,-73.82,1050.28
2018-08-03,6,-238.23,238.23
2018-08-04,12,17241.91,18163.65
2018-08-05,8,-139.38,215.16
2018-08-06,8,24.02,238.02
2018-08-07,5,-307.97,496.03
2018-08-08,11,558.12,1610.68
2018-08-09,12,-693.81,910.63
2018-08-10,17,2927.95,4174.17
2018-08-11,16,-2268.75,2433.39
2018-08-12,10,5742.46,7593.80
2018-08-13,8,-283.44,355.12
2018-08-14,6,-1109.30,1288.90
2018-08-15,9,-229.44,441.78
2018-08-16,6,-307.62,307.62
2018-08-17,11,-351.25,471.37
2018-08-18,8,-559.87,574.69
2018-08-19,8,-12060.70,12060.70
2018-08-20,14,59949.85,61145.69
2018-08-21,11,4052.69,9021.71
2018-08-22,6,114.12,381.94
2018-08-23,12,-877.00,5395.20
2018-08-24,7,-936.32,1061.46
2018-08-25,16,18380.14,21649.86
2018-08-26,7,44671.92,45017.02
2018-08-27,8,-419.13,541.73
2018-08-28,6,-278.62,278.62
2018-08-29,13,-157.15,736.31
2018-08-30,12,101315.64,101825.76
2018-08-31,11,-594.63,594.63
2018-09-01,11,27067.37,27763.13
2018-09-02,10,17112.24,19137.26
2018-09-03,6,737.40,931.40
2018-09-04,3,-39.46,39.46
2018-09-05,6,-876.62,876.62
2018-09-06,6,-591.54,591.54
2018-09-07,11,-805.87,1264.93
2018-09-08,4,10911.25,11198.75
2018-09-09,14,-2257.52,2257.52
2018-09-10,13,1243.75,2586.25
2018-09-11,8,-351.80,494.58
2018-09-12,16,-923.59,1276.05
2018-09-13,11,-400.68,585.82
2018-09-14,8,-159.73,254.79
2018-09-15,12,-439.34,535.62
2018-09-16,6,-325.84,325.84
2018-09-17,7,47066.89,47290.79
2018-09-18,12,-477.21,1767.07
2018-09-19,8,-118.41,301.13
2018-09-20,16,-694.36,856.06
2018-09-21,9,-438.29,565.89
2018-09-22,12,-430.57,781.15
2018-09-23,5,-169.77,169.77
2018-09-24,3,3117.19,3416.81
2018-09-25,17,743.70,3147.78
2018-09-26,8,261878.66,262621.34
2018-09-27,4,-613.92,639.80
2018-09-28,12,57.29,1117.37
2018-09-29,1,-154.70,154.70
2018-09-30,1,-44.58,44.58
2018-10-01,6,-135.01,457.51
2018-10-02,7,-552.11,1114.51
2018-10-03,8,-172.38,342.56
2018-10-04,10,16502.19,17911.81
2018-10-05,7,-9.04,548.24
2018-10-06,10,-109.65,363.43
2018-10-07,13,-9102.32,62392.32
2018-10-08,7,-404.89,404.89
2018-10-09,13,-580.27,1294.01
2018-10-10,2,-12.81,76.69
2018-10-11,9,-640.41,640.41
2018-10-12,7,353.36,1482.44
2018-10-13,8,-838.94,838.94
2018-10-14,12,-11909.03,11909.03
2018-10-15,13,9656.27,10318.11
2018-10-16,12,-421.39,703.11
2018-10-17,7,-417.75,417.75
2018-10-18,8,-347.74,376.84
2018-10-19,5,-1055.80,1055.80
2018-10-20,11,842.13,1944.03
2018-10-21,10,-394.37,446.17
2018-10-22,6,-122.73,122.73
2018-10-23,13,-603.36,662.56
2018-10-24,12,21824.21,23475.79
2018-10-25,11,-219.85,558.27
2018-10-26,4,-204.26,204.26
2018-10-27,10,1608.18,2518.02
2018-10-28,12,3058.91,11581.07
2018-10-29,19,-910.07,1121.15
2018-10-30,3,-386.42,386.42
2018-10-31,12,-733.93,744.19
2018-11-01,20,-2252.24,2512.92
2018-11-02,15,4774.72,103775.88
2018-11-03,13,-413.69,553.57
2018-11-04,6,-2076.91,2280.27
2018-11-05,13,-787.85,975.63
2018-11-06,10,-609.58,720.66
2018-11-07,14,100137.99,100648.17
2018-11-08,13,16265.08,17260.20
2018-11-09,10,-466.30,466.30
2018-11-10,17,15697.93,18035.77
2018-11-11,18,17289.62,18947.34
2018-11-12,22,31994.76,33062.50
2018-11-13,14,-912.60,1140.46
2018-11-14,12,-464.38,504.36
2018-11-15,12,-538.01,682.01
2018-11-16,5,-143.70,143.70
2018-11-17,11,-145.31,378.41
2018-11-18,18,-1020.00,1089.04
2018-11-19,7,-709.94,709.94
2018-11-20,11,209.53,588.57
2018-11-21,12,7.12,445.32
2018-11-22,17,-615.24,1341.84
2018-11-23,19,5546.93,6313.45
2018-11-24,16,116387.97,117464.13
2018-11-25,11,-407.01,407.01
2018-11-26,8,-85.78,499.58
2018-11-27,9,-775.36,1472.16
2018-11-28,8,15376.05,16173.95
2018-11-29,7,-329.43,329.43
2018-11-30,2,56479.49,56510.51
2018-12-01,8,42523.24,45726.76
2018-12-02,20,29022.68,31523.78
2018-12-03,12,20865.26,25765.14
2018-12-04,11,29340.29,30323.91
2018-12-05,18,-13045.96,13108.34
2018-12-06,11,1489.39,2313.41
2018-12-07,14,-682.14,733.90
2018-12-08,21,16711.19,17939.03
2018-12-09,16,14380.29,15423.79
2018-12-10,18,-784.57,1423.07
2018-12-11,16,-1445.80,1445.80
2018-12-12,8,807.47,897.57
2018-12-13,5,-202.51,202.51
2018-12-14,18,-1017.39,1080.49
2018-12-15,10,-248.60,721.24
2018-12-16,9,-288.40,288.40
2018-12-17,8,-222.61,408.89
2018-12-18,7,15779.13,15947.29
2018-12-19,12,-462.55,492.67
2018-12-20,14,188.28,3064.92
2018-12-21,6,-344.53,344.53
2018-12-22,13,7386.02,8483.26
2018-12-23,6,78734.82,79138.78
2018-12-24,12,-580.35,715.09
2018-12-25,14,371.56,1162.04
2018-12-26,14,-950.42,950.42
2018-12-27,13,-579.83,579.83
2018-12-28,12,-300.55,1779.53
2018-12-29,8,-508.05,561.13
2018-12-30,18,80906.26,86500.12
2018-12-31,5,-159.55,159.55
2019-01-01,12,75.00,709.04
2019-01-02,6,-232.95,444.75
2019-01-03,16,13992.98,15826.12
2019-01-04,14,-988.90,1116.68
2019-01-05,9,-129.12,456.92
2019-01-06,9,29325.78,30694.22
2019-01-07,15,-684.89,885.35
2019-01-08,22,42806.33,44883.19
2019-01-09,11,-459.06,602.00
2019-01-10,13,-232.02,421.98
2019-01-11,5,-287.17,287.17
2019-01-12,22,-2352.67,2907.95
2019-01-13,14,23401.51,24333.31
2019-01-14,23,21204.81,24778.01
2019-01-15,26,20092.87,25868.27
2019-01-16,14,14269.68,15847.98
2019-01-17,18,3833.57,4841.15
2019-01-18,16,-857.94,1033.46
2019-01-19,15,50115.41,52209.79
2019-01-20,10,-1005.12,1100.66
2019-01-21,9,32314.36,32865.64
2019-01-22,18,-2234.01,2429.47
2019-01-23,19,-1588.00,1855.60
2019-01-24,12,9529.40,10026.24
2019-01-25,14,13102.30,13822.54
2019-01-26,8,68338.88,68944.20
2019-01-27,13,-503.83,931.43
2019-01-28,11,-499.90,499.90
2019-01-29,17,4658.93,7564.77
2019-01-30,10,-265.76,439.04
2019-01-31,13,14861.36,16662.86
2019-02-01,14,-716.19,777.85
2019-02-02,14,10654.46,12083.04
2019-02-03,10,-219.17,786.33
2019-02-04,15,-74.73,695.99
2019-02-05,11,-745.12,850.94
2019-02-06,22,-1445.00,1583.76
2019-02-07,20,33970.11,36648.75
2019-02-08,18,-1105.78,1760.44
2019-02-09,15,-1371.67,1775.53
2019-02-10,19,9328.58,10869.50
2019-02-11,21,51895.02,54694.66
2019-02-12,10,-4790.48,4904.20
2019-02-13,10,8572.56,10309.68
2019-02-14,18,-13264.43,13948.57
2019-02-15,18,-14777.35,14777.35
2019-02-16,15,-48859.74,53419.66
2019-02-17,19,-406.44,647.10
2019-02-18,27,-1100.18,4482.78
2019-02-19,20,32422.76,34988.50
2019-02-20,24,15283.49,19294.91
2019-02-21,9,-311.88,425.40
2019-02-22,11,-308.37,487.47
2019-02-23,19,-1106.61,7456.61
2019-02-24,20,8617.93,54122.07
2019-02-25,14,-11820.97,15585.91
2019-02-26,17,-372.02,878.46
2019-02-27,18,64661.44,158619.22
2019-02-28,7,-966.72,1421.78
2019-03-01,21,11437.85,14051.37
2019-03-02,21,-1824.09,2736.17
2019-03-03,8,-1068.49,1210.47
2019-03-04,6,-614.15,614.15
2019-03-05,11,-34886.40,34886.40
2019-03-06,18,-1396.01,1435.51
2019-03-07,14,-530.97,530.97
2019-03-08,7,22759.38,23290.62
2019-03-09,16,21652.48,23348.44
2019-03-10,20,251.44,2798.20
2019-03-11,14,-293.22,1570.22
2019-03-12,12,-773.90,888.12
2019-03-13,9,-424.65,424.65
2019-03-14,17,13631.39,15463.53
2019-03-15,16,-1446.68,1446.68
2019-03-16,7,-156.21,272.09
2019-03-17,17,-587.51,722.63
2019-03-18,13,-925.54,978.44
2019-03-19,19,-56.75,2665.55
2019-03-20,10,-487.32,651.88
2019-03-21,15,124220.15,125534.95
2019-03-22,14,-1011.68,1082.10
2019-03-23,18,-14473.37,15171.11
2019-03-24,20,-810.05,1817.65
2019-03-25,16,-215.48,2740.14
2019-03-26,13,18728.66,20411.34
2019-03-27,19,-2138.15,2161.95
2019-03-28,8,-368.36,481.70
2019-03-29,9,4707.05,14872.95
2019-03-30,17,-1641.43,1675.99
2019-03-31,10,-2093.69,2362.63
2019-04-01,16,27101.42,29398.14
2019-04-02,29,12520.61,15502.19
2019-04-03,13,-29162.13,33799.53
2019-04-04,15,220852.76,222437.24
2019-04-05,12,-847.30,871.28
2019-04-06,12,-258.28,258.28
2019-04-07,9,-1830.54,1830.54
2019-04-08,14,71883.11,73043.57
2019-04-09,7,26840.73,28328.95
2019-04-10,12,-546.55,908.73
2019-04-11,9,-1085.30,1139.90
2019-04-12,12,-742.26,1034.04
2019-04-13,6,-212.69,262.07
2019-04-14,8,-93.15,198.27
2019-04-15,6,-755.69,755.69
2019-04-16,7,-442.73,660.03
2019-04-17,12,-336.10,366.08
2019-04-18,10,-807.68,807.68
2019-04-19,13,3222.66,6184.14
2019-04-20,11,-704.23,820.03
2019-04-21,10,361.91,860.49
2019-04-22,8,21023.33,22016.67
2019-04-23,23,102752.32,105640.10
2019-04-24,16,175785.91,177379.33
2019-04-25,13,14961.69,15978.31
2019-04-26,6,-183.70,183.70
2019-04-27,13,-479.70,504.28
2019-04-28,10,-604.08,604.08
2019-04-29,13,-565.55,3591.75
2019-04-30,14,-2784.16,2974.76
2019-05-01,16,-1206.07,1750.87
2019-05-02,26,79372.58,119467.42
2019-05-03,17,-1134.34,1178.80
2019-05-04,10,-871.28,871.28
2019-05-05,12,-618.61,618.61
2019-05-06,16,-457.68,1354.16
2019-05-07,20,-777.78,1492.68
2019-05-08,20,-3138.10,3484.26
2019-05-09,27,19313.40,21713.06
2019-05-10,13,27721.88,29858.12
2019-05-11,5,4.26,426.88
2019-05-12,13,-456.58,666.94
2019-05-13,11,-16935.83,33701.71
2019-05-14,5,1491.60,1646.00
2019-05-15,8,-1129.04,1159.10
2019-05-16,14,-873.33,1782.89
2019-05-17,8,-165.51,421.57
2019-05-18,9,-449.10,449.10
2019-05-19,7,-34496.66,34653.40
2019-05-20,10,-11538.43,11538.43
2019-05-21,14,35784.57,37115.43
2019-05-22,15,-11565.64,11698.96
2019-05-23,17,-583.93,930.51
2019-05-24,19,-387.86,1015.42
2019-05-25,25,-1063.22,1888.84
2019-05-26,20,13451.69,14694.15
2019-05-27,17,-12716.20,13526.38
2019-05-28,6,-259.45,347.89
2019-05-29,11,-164.80,1603.84
2019-05-30,21,5764.83,9118.07
2019-05-31,8,-399.34,399.34
2019-06-01,12,-535.95,549.11
2019-06-02,19,2884.05,8039.75
2019-06-03,32,-1280.46,2630.80
2019-06-04,21,-908.47,936.67
2019-06-05,10,-519.06,519.06
2019-06-06,12,-745.96,930.18
2019-06-07,6,-428.00,428.00
2019-06-08,24,278.94,2239.30
2019-06-09,23,47999.06,56861.76
2019-06-10,21,-763.59,920.91
2019-06-11,10,-355.71,355.71
2019-06-12,8,-93.23,319.23
2019-06-13,17,45715.39,49174.61
2019-06-14,14,-778.95,1210.93
2019-06-15,22,117637.42,119217.10
2019-06-16,19,-1538.69,2488.29
2019-06-17,19,-52.28,1706.08
2019-06-18,23,-1230.96,1309.58
2019-06-19,19,-2633.15,2633.15
2019-06-20,24,-1019.60,1019.60
2019-06-21,22,-1112.60,1184.70
2019-06-22,11,-1087.57,1087.57
2019-06-23,17,42993.31,46015.21
2019-06-24,7,114.17,380.55
2019-06-25,10,-320.08,505.34
2019-06-26,19,46555.04,56252.46
2019-06-27,10,17569.51,18350.49
2019-06-28,7,-102.62,640.02
2019-06-29,19,22724.10,26121.84
2019-06-30,16,-7412.10,7618.72
2019-07-01,19,18117.73,20376.21
2019-07-02,6,-209.16,209.16
2019-07-03,11,877.85,1451.35
2019-07-04,20,-304.30,1389.22
2019-07-05,27,-1180.56,1441.38
2019-07-06,16,-1049.04,1266.24
2019-07-07,20,100880.12,102601.16
2019-07-08,12,-11.61,417.43
2019-07-09,13,-420.31,512.53
2019-07-10,21,-422.58,3190.58
2019-07-11,25,11583.78,14859.96
2019-07-12,14,-732.08,867.34
2019-07-13,12,-369.12,420.56
2019-07-14,29,17595.94,21462.68
2019-07-15,13,-786.41,786.41
2019-07-16,25,-1257.73,1830.99
2019-07-17,21,-494.38,1663.42
2019-07-18,22,-617.00,782.48
2019-07-19,18,24959.37,29440.55
2019-07-20,21,43400.88,45724.42
2019-07-21,11,-46393.87,46557.93
2019-07-22,25,11914.29,14187.05
2019-07-23,16,-230.45,884.31
2019-07-24,18,1655.50,3533.00
2019-07-25,10,-332.91,355.61
2019-07-26,11,-277.59,691.39
2019-07-27,11,-24666.41,25169.91
2019-07-28,25,-1213.68,1400.16
2019-07-29,20,-712.36,1171.92
2019-07-30,25,-2234.25,2711.17
2019-07-31,13,-22469.03,22501.45
2019-08-01,16,-683.87,1465.29
2019-08-02,11,4853.22,5586.78
2019-08-03,17,-1294.45,1425.69
2019-08-04,13,-299.98,1442.52
2019-08-05,8,-277.91,277.91
2019-08-06,26,66240.62,71343.76
2019-08-07,14,79411.11,84934.41
2019-08-08,12,46738.06,51179.74
2019-08-09,8,-77.17,403.09
2019-08-10,21,-339.55,1170.49
2019-08-11,30,-736.30,1762.26
2019-08-12,15,16152.33,17653.13
2019-08-13,14,-628.15,747.43
2019-08-14,20,74153.78,76020.30
2019-08-15,19,195269.48,198167.50
2019-08-16,22,2250.61,7991.47
2019-08-17,31,18611.14,22861.64
2019-08-18,10,-53987.17,54120.29
2019-08-19,14,-888.98,957.94
2019-08-20,10,-131.66,488.90
2019-08-21,9,127658.94,128513.58
2019-08-22,23,72003.09,74338.85
2019-08-23,14,-2760.13,2903.47
2019-08-24,16,580.51,2984.29
2019-08-25,18,-878.89,878.89
2019-08-26,9,14439.42,15440.58
2019-08-27,18,15030.13,16603.75
2019-08-28,14,-58245.11,71480.99
2019-08-29,6,8.87,417.17
2019-08-30,10,-312.87,332.91
2019-08-31,5,-164.28,164.28
2019-09-01,9,4338.72,4985.28
2019-09-02,16,-1431.62,1431.62
2019-09-03,11,17361.75,18509.83
2019-09-04,14,-165.74,1018.52
2019-09-05,14,-716.18,716.18
2019-09-06,21,-2904.50,3113.20
2019-09-07,22,37727.28,40171.62
2019-09-08,15,4444.80,6383.00
2019-09-09,18,-4271.15,4329.01
2019-09-10,27,-1747.38,2334.46
2019-09-11,15,38230.72,39830.80
2019-09-12,16,30644.68,31781.78
2019-09-13,21,-962.75,983.77
2019-09-14,12,-473.12,488.78
2019-09-15,16,24467.19,26002.81
2019-09-16,18,29080.55,46508.73
2019-09-17,25,-1596.07,1759.79
2019-09-18,15,-872.99,1178.39
2019-09-19,17,19807.55,22502.35
2019-09-20,17,-1708.30,2142.08
2019-09-21,21,63406.71,65288.09
2019-09-22,17,-2715.38,2746.90
2019-09-23,11,7573.20,8976.80
2019-09-24,15,-1005.51,1459.31
2019-09-25,7,-583.22,583.22
2019-09-26,12,-756.66,883.08
2019-09-27,11,64926.71,65693.29
2019-09-28,15,-986.52,986.52
2019-09-29,8,-246.60,329.26
2019-09-30,19,-784.52,1396.74
2019-10-01,13,-475.16,704.02
2019-10-02,11,-1391.10,1391.10
2019-10-03,11,-666.71,666.71
2019-10-04,20,-931.19,1170.65
2019-10-05,21,21304.26,22757.08
2019-10-06,14,20697.73,21999.65
2019-10-07,14,11691.12,12907.30
2019-10-08,9,77.51,738.37
2019-10-09,11,-585.11,662.43
2019-10-10,11,-359.13,359.13
2019-10-11,18,-394.79,1027.39
2019-10-12,16,11646.15,15620.13
2019-10-13,21,-1547.10,1823.14
2019-10-14,11,-996.46,1221.32
2019-10-15,16,-873.77,1250.79
2019-10-16,8,-210.85,210.85
2019-10-17,10,23091.44,24035.42
2019-10-18,9,-467.36,583.74
2019-10-19,21,-892.13,1334.45
2019-10-20,13,-1001.93,1039.21
2019-10-21,13,38183.42,39492.22
2019-10-22,14,-744.66,820.72
2019-10-23,13,-1011.95,1011.95
2019-10-24,15,-10831.54,19785.42
2019-10-25,20,-1015.52,1682.78
2019-10-26,12,-274.09,528.65
2019-10-27,14,-775.36,1273.92
2019-10-28,19,-507.93,1155.73
2019-10-29,23,-1568.22,2086.02
2019-10-30,7,-435.25,435.25
2019-10-31,25,-4356.05,4616.83
2019-11-01,9,-966.89,1230.73
2019-11-02,18,-1079.49,1079.49
2019-11-03,11,-659.02,659.02
2019-11-04,9,199524.05,200375.95
2019-11-05,16,20459.46,22954.06
2019-11-06,16,-1378.46,2060.48
2019-11-07,18,-750.75,1164.97
2019-11-08,21,20081.11,24227.35
2019-11-09,21,-684.01,933.73
2019-11-10,25,20881.09,23265.83
2019-11-11,12,-672.19,985.37
2019-11-12,15,-753.42,1390.82
2019-11-13,16,-292.78,1053.96
2019-11-14,14,-2464.47,2882.43
2019-11-15,13,-415.65,975.25
2019-11-16,15,37823.14,38304.52
2019-11-17,22,37719.90,40376.40
2019-11-18,16,-11540.51,11789.71
2019-11-19,22,-2272.86,2297.34
2019-11-20,12,9492.19,10543.85
2019-11-21,7,-245.00,245.00
2019-11-22,11,884.23,2264.57
2019-11-23,7,-246.13,401.91
2019-11-24,15,-576.41,786.79
2019-11-25,12,11111.55,12218.45
2019-11-26,4,224.67,428.53
2019-11-27,12,-698.11,1022.91
2019-11-28,11,50772.49,53456.47
2019-11-29,10,-573.83,885.63
2019-11-30,19,16138.03,24778.49
2019-12-01,12,277.98,806.56
2019-12-02,23,-2065.18,2188.08
2019-12-03,4,-184.86,184.86
2019-12-04,6,-546.74,571.74
2019-12-05,14,4823.54,6320.06
2019-12-06,16,18275.91,19553.79
2019-12-07,15,-662.22,761.68
2019-12-08,22,-916.42,1297.14
2019-12-09,16,4458.68,5982.88
2019-12-10,16,-38758.81,38758.81
2019-12-11,21,14.58,2311.56
2019-12-12,4,120.04,305.74
2019-12-13,22,316.74,1369.72
2019-12-14,7,-191.37,358.77
2019-12-15,11,17290.43,36503.97
2019-12-16,14,13354.22,14120.64
2019-12-17,12,24867.04,28612.96
2019-12-18,9,22969.88,23575.66
2019-12-19,12,-1417.94,1784.34
2019-12-20,15,14457.83,15462.17
2019-12-21,7,-692.04,799.44
2019-12-22,25,653.33,2896.93
2019-12-23,15,103.72,895.20
2019-12-24,16,35589.93,36540.71
2019-12-25,15,-353.73,1100.43
2019-12-26,15,3325.29,4923.29
2019-12-27,18,-786.75,786.75
2019-12-28,10,-421.02,421.02
2019-12-29,6,-738.92,738.92
2019-12-30,16,-145.68,1785.84
2019-12-31,19,224.19,1824.23
2020-01-01,12,-790.40,806.98
2020-01-02,23,62174.82,108575.18
2020-01-03,9,-1309.12,1332.76
2020-01-04,9,-19639.17,19719.21
2020-01-05,13,75984.78,77454.00
2020-01-06,13,-639.98,639.98
2020-01-07,13,-677.68,814.90
2020-01-08,27,-1032.04,1702.44
2020-01-09,14,9697.84,11490.64
2020-01-10,8,-317.23,317.23
2020-01-11,24,145303.82,146946.10
2020-01-12,19,74839.26,78652.74
2020-01-13,23,7445.51,13814.49
2020-01-14,10,-7.22,637.02
2020-01-15,12,102990.20,103503.66
2020-01-16,9,100851.10,101351.12
2020-01-17,6,8300.72,8739.28
2020-01-18,9,1781.14,2335.20
2020-01-19,17,-286.31,666.95
2020-01-20,21,-189.36,1053.54
2020-01-21,16,-711.66,777.80
2020-01-22,17,-798.54,1241.90
2020-01-23,20,42580.37,44060.01
2020-01-24,25,-1519.15,1831.03
2020-01-25,18,3062.78,4797.52
2020-01-26,17,64800.73,66187.05
2020-01-27,14,30158.77,30918.39
2020-01-28,27,-1025.14,2718.08
2020-01-29,14,-1186.54,1598.70
2020-01-30,21,318.07,2722.47
2020-01-31,26,2165.44,26392.02
2020-02-01,11,95558.22,96126.98
2020-02-02,13,14391.65,20808.35
2020-02-03,13,-486.43,1280.65
2020-02-04,19,12808.52,46053.38
2020-02-05,12,-615.74,694.70
2020-02-06,5,-433.93,617.75
2020-02-07,10,-59.20,493.02
2020-02-08,21,1587.71,3137.45
2020-02-09,19,-3326.69,3637.49
2020-02-10,17,29130.42,32897.18
2020-02-11,6,8682.47,9087.53
2020-02-12,7,453.43,875.37
2020-02-13,12,-762.85,762.85
2020-02-14,13,-1248.65,1334.69
2020-02-15,10,-369.97,419.33
2020-02-16,16,-2140.97,2216.79
2020-02-17,30,3345.01,8306.09
2020-02-18,15,114.27,669.93
2020-02-19,14,18106.71,19534.35
2020-02-20,14,-24063.24,24884.04
2020-02-21,13,-988.95,988.95
2020-02-22,10,-516.26,516.26
2020-02-23,10,-590.03,590.03
2020-02-24,20,-1481.09,1686.13
2020-02-25,20,-16424.79,16424.79
2020-02-26,14,2918.78,17424.60
2020-02-27,6,-245.22,291.80
2020-02-28,11,-279.65,523.49
2020-02-29,7,-975.58,975.58
2020-03-01,10,1946.95,2383.69
2020-03-02,17,1051.56,2586.44
2020-03-03,11,249.39,1596.05
2020-03-04,15,-723.37,818.19
2020-03-05,15,433.95,1504.51
2020-03-06,11,-63.08,631.28
2020-03-07,15,24241.19,26326.09
2020-03-08,12,76263.91,76780.35
2020-03-09,15,-37184.66,37666.98
2020-03-10,9,28319.09,28813.31
2020-03-11,13,-915.21,972.09
2020-03-12,14,-2928.32,3168.90
2020-03-13,7,-187.72,187.72
2020-03-14,13,7741.66,9438.34
2020-03-15,35,6262.40,35163.64
2020-03-16,16,-59813.92,60068.64
2020-03-17,20,-63206.42,104710.48
2020-03-18,10,8286.67,9513.75
2020-03-19,12,-9592.28,9592.28
2020-03-20,15,-114.56,1867.36
2020-03-21,20,26.11,1845.45
2020-03-22,13,4094.16,5729.64
2020-03-23,16,46945.95,48592.49
2020-03-24,16,3960.94,6689.08
2020-03-25,16,-662.16,914.42
2020-03-26,14,13.71,1849.91
2020-03-27,10,-856.83,856.83
2020-03-28,12,82855.10,86878.90
2020-03-29,21,20244.51,72747.15
2020-03-30,21,-739.96,1910.24
2020-03-31,17,452.08,2407.38
2020-04-01,11,-1158.74,1158.74
2020-04-02,19,-727.39,1491.99
2020-04-03,10,-635.36,635.36
2020-04-04,8,-192.33,210.01
2020-04-05,7,-1516.28,1601.76
2020-04-06,10,-406.44,627.58
2020-04-07,21,-986.50,3162.38
2020-04-08,16,18505.79,21817.15
2020-04-09,16,21819.88,25370.58
2020-04-10,15,-466.82,1440.82
2020-04-11,13,50.59,1119.35
2020-04-12,21,-1187.97,1187.97
2020-04-13,16,-11336.94,11336.94
2020-04-14,10,23402.29,24937.71
2020-04-15,19,198.28,2313.90
2020-04-16,20,-662.54,1441.98
2020-04-17,14,63044.75,64535.25
2020-04-18,11,-34144.57,36308.79
2020-04-19,12,-1206.74,1206.74
2020-04-20,23,7361.84,10802.88
2020-04-21,13,16351.97,17418.03
2020-04-22,10,6.58,256.24
2020-04-23,5,353.23,839.69
2020-04-24,12,24066.93,24811.47
2020-04-25,19,-1019.38,1381.16
2020-04-26,17,-785.98,867.78
2020-04-27,13,-2225.53,2457.67
2020-04-28,20,-564.59,739.15
2020-04-29,16,-817.95,989.05
2020-04-30,21,-2752.57,2818.37
2020-05-01,24,2141.18,5354.48
2020-05-02,5,-317.31,340.39
